article_id,source,article_title,article_url,date_published,country,region_department,locality,latitude,longitude,sector,actor_company,community_actor,event_type,environmental_issue,source_text_excerpt,extraction_method,notes,geocode_status,geocode_precision,geocode_query,geocode_display_name
infoamazonia:url-8d2db5699dca,InfoAmazonia,La lucha tenaz de los defensores del agua en el sur del Perú,https://infoamazonia.org/es/2024/01/29/la-lucha-tenaz-de-los-defensores-del-agua-en-el-sur-del-peru/,2024-01-29,Peru,Cusco,,-13.517089,-71.978536,,,,,,"Convoca.pe visitó las comunidades de los líderes ambientales que cuidan el agua en las provincias de Espinar y Chumbivilcas, en Cusco, y de Cotabambas, en Apurímac, que viven acorralados por el miedo y el hostigamiento en un ambiente polarizado por quienes están a favor o en contra de las actividades de las empresas mineras Antapaccay, del grupo anglosuizo Glencore, y Anabi, propiedad del grupo Aruntani. Testimonios, videos, fotografías y documentos revelan el daño ambiental de ríos y bofedales ",metadata + editorial tags + keyword rule,regions: peru | No sector matched; manual review. | No event_type matched; manual review. | Author: Paul Tuesta,ok,town,"Cusco, Peru","Cuzco, Distrito de Cusco, Cusco, 08001, Perú"
elespectador:JRPV4YYJCJEE5GXIPRJQELHFEM,El Espectador,En Santander quieren que la madera ilegal ayude a salvar a las abejas,https://www.elespectador.com/ambiente/en-santander-quieren-que-la-madera-ilegal-ayude-a-salvar-a-las-abejas/,2023-12-23,Colombia,Santander,,7.000008,-73.250009,logging_deforestation,,,,deforestation,"Este año, en Santander, han incautado más de 421 metros cúbicos de madera talada de manera ilegal. Un proyecto busca darle un nuevo uso a este ...",metadata + keyword rule,Premium/locked article — full body not scraped. | No event_type matched; manual review. | Author: Daniela Bueno | Section: Ambiente,ok,region,"Santander, Colombia","Santander, RAP Gran Santander, Colombia"
infoamazonia:url-a9f2434a7e1a,InfoAmazonia,El silencio de la petrolera Perenco ante los daños ambientales ocasionados en la Amazonía peruana,https://infoamazonia.org/es/2023/12/18/el-silencio-de-la-petrolera-perenco-ante-los-danos-ambientales-ocasionados-en-la-amazonia-peruana/,2023-12-18,Peru,Loreto,,-5.000000,-75.000000,,,,,,"La multinacional franco-británica Perenco dice tener prácticas sostenibles alrededor del mundo, obviando que en la Amazonía peruana acumula 58 infracciones ambientales que afectan los ecosistemas y sus habitantes, como lo demuestra la investigación de InfoAmazonia y sus aliados internacionales. Hasta antes, las comunidades indígenas ubicadas en la zona de influencia directa e indirecta del lote petrolero 67, en el departamento de Loreto, ignoraban que la compañía tuviera sanciones ambientales.",metadata + editorial tags + keyword rule,"topics: amazonia, derechos-indigenas, napo-tigre, perenco, peru, tierras-indigenas | No sector matched; manual review. | No event_type matched; manual review. | Author: Pamela Huerta",ok,region,"Loreto, Peru","Loreto, Perú"
infoamazonia:url-47d3d51e5086,InfoAmazonia,"En la Amazonía ecuatoriana, el petróleo amenaza décadas de esfuerzos de conservación liderados por indígenas",https://infoamazonia.org/es/2023/12/15/en-la-amazonia-ecuatoriana-el-petroleo-amenaza-decadas-de-esfuerzos-de-conservacion-liderados-por-indigenas/,2023-12-15,Ecuador,Pará,,-2.175495,-79.839142,oil_gas,,,violence,,El proyecto Socio Bosque en Ecuador ha sido clave para proteger la selva. Ahora la empresa petrolera estatal está aprovechando los vacíos legales para extraer petróleo.,metadata + editorial tags + keyword rule,"topics: ai-cofan, ecuador, petroecuador, pueblos-indigenas, texaco | Author: Aimee Gabay",ok,quarter,"Pará, Ecuador","Coop. Bienestar para Todos, Cementerio General - Durán, Durán, Duran, Durán, Guayas, 092409, Ecuador"
mongabay:url-181d6ab52e24,Mongabay Latam,Bolivia: las 10 historias ambientales que marcaron el 2023,https://es.mongabay.com/2023/12/bolivia-las-historias-ambientales-que-marcaron-2023/,2023-12-14,Bolivia,,,-17.056870,-64.991229,oil_gas,,,,deforestation,Mongabay Latam ofrece un recuento de las 10 historias ambientales más importantes que marcaron el 2023 en Bolivia,metadata + topic tags + keyword rule,"Topic tags: america-del-sur, bolivia, coca, deforestacion, derrame-de-petroleo, especies-amenazas, incendios-forestales, latinoamerica | No event_type matched; manual review. | Author: yvette",ok,country,Bolivia,Bolivia
infoamazonia:url-308b4ec82e5b,InfoAmazonia,Minería y explotación petrolera están poniendo en aprietos a los bosques tropicales,https://infoamazonia.org/es/2023/11/26/mineria-y-explotacion-petrolera-estan-poniendo-en-aprietos-a-los-bosques-tropicales/,2023-11-27,Colombia,,,4.099917,-72.908813,mining,,,,,"Un informe muestra que estos ecosistemas vitales, presentes en Colombia, están en serios problemas en todo el mundo. Las explotaciones de petróleo y de minerales son hoy unas de sus principales amenazas. ¿Cómo evitar que colapsen?",metadata + editorial tags + keyword rule,"topics: amazonia, colombia, cuenca-del-congo, cuenca-mekong-borneo / regions: colombia | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,country,Colombia,Colombia
infoamazonia:url-2ca05f593460,InfoAmazonia,¿Fue útil dar derechos a la Amazonia? Indígenas llegan a Bogotá para mostrar sus “peros”,https://infoamazonia.org/es/2023/10/27/fue-util-dar-derechos-a-la-amazonia-indigenas-llegan-a-bogota-para-mostrar-sus-peros/,2023-10-27,Colombia,Pará,,4.591814,-74.190385,logging_deforestation,,,legal,deforestation,"En 2018 una sentencia que declaró la Amazonia como sujeto de derechos se robó toda la atención, pero cuatro pueblos indígenas todavía tienen algunas dudas y viajaron hasta Bogotá para decírselo al magistrado.",metadata + editorial tags + keyword rule,"topics: amazonia, colombia, deforestacion, pueblos-indigenas / regions: colombia | Author: María Paula Lizarazo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-116ecb0e30ba,InfoAmazonia,Empresas colombianas desconocen autoridad indígena y consulta previa en proyectos de carbono en Amazonia de Brasil,https://infoamazonia.org/es/2023/10/24/empresas-colombianas-desconocen-autoridad-indigena-y-consulta-previa-en-proyectos-de-carbono-en-amazonia-de-brasil/,2023-10-24,Colombia,Pará,,4.591814,-74.190385,,,,consultation_dispute,climate impact,"Sin realizar la debida consulta, un grupo de empresas colombianas persuadió a líderes para que aceptaran proyectos de créditos de carbono en tierras indígenas en la Amazonia de Brasil, con la promesa de que el dinero financiará una universidad en las aldeas. La autoridad estatal en temas indígenas, FUNAI, desconocía los precontratos y dice que las negociaciones podrían cancelarse.",metadata + editorial tags + keyword rule,"topics: cambio-climatico, carbono, colombia, derechos-indigenas | No sector matched; manual review. | Author: Fábio Bispo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-61e80df720a8,InfoAmazonia,"Drogas, oro y muerte temprana para jóvenes migrantes venezolanos en Brasil",https://infoamazonia.org/es/2023/08/22/drogas-oro-y-muerte-temprana-para-jovenes-migrantes-venezolanos-en-brasil/,2023-08-22,Brazil,Pará,,-4.749393,-52.897301,mining,,,,,"Los grupos criminales brasileños se aprovechan de los jóvenes migrantes venezolanos, especialmente de los menores no acompañados, que cruzan la frontera en busca de trabajo.",metadata + editorial tags + keyword rule,"topics: amazon-underworld, drogas, migrantes, oro | No event_type matched; manual review. | Author: Emily Costa",ok,region,"Pará, Brazil","Pará, Região Norte, Brasil"
infoamazonia:url-b6f3f9fddb1e,InfoAmazonia,Guerrillas colombianas reclutan jóvenes indígenas en Venezuela,https://infoamazonia.org/es/2023/08/20/guerrillas-colombianas-reclutan-jovenes-indigenas-en-venezuela/,2023-08-20,Venezuela,,,8.001871,-66.110932,,,,,,"A lo largo de la frontera con Venezuela, la guerrilla colombiana atrae a jóvenes indígenas desempleados hacia el tráfico de drogas, la extorsión y el conflicto armado.",metadata + editorial tags + keyword rule,"topics: amazon-underworld, amazonia, guerrillas, warekena | No sector matched; manual review. | No event_type matched; manual review. | Author: Bram Ebus",ok,country,Venezuela,Venezuela
infoamazonia:url-0e185975e6cb,InfoAmazonia,Banda de narcotraficantes brasileña se arraiga en la Amazonía peruana,https://infoamazonia.org/es/2023/08/17/banda-de-narcotraficantes-brasilena-se-arraiga-en-la-amazonia-peruana/,2023-08-17,Peru,Ucayali,,-9.000000,-73.500000,,,,,,La célebre banda brasileña Comando Vermelho se ha hecho con el control del tráfico de cocaína en la región peruana de Ucayali.,metadata + editorial tags + keyword rule,"topics: amazon-underworld, peru | No sector matched; manual review. | No event_type matched; manual review. | Author: Pamela Huerta",ok,region,"Ucayali, Peru","Ucayali, Perú"
mongabay:url-0988e30a3a91,Mongabay Latam,México: consecuencias ambientales del derrame de petróleo que Pemex minimizó,https://es.mongabay.com/2023/08/mexico-consecuencias-ambientales-del-derrame-de-petroleo-que-pemex-minimizo/,2023-08-11,Mexico,,,23.658512,-102.007710,oil_gas,,,pollution,oil spill,El derrame de petróleo que se registró desde principios de julio de 2023 en el Golfo de México tendrá consecuencias ambientales irreparables.,metadata + topic tags + keyword rule,"Topic tags: biodiversidad, contaminacion, derrame-de-petroleo, ecosistemas-marinos, especies-amenazadas, latinoamerica, medioambiente, mexico | Author: astridarellano",ok,country,Mexico,México
infoamazonia:url-0b1f24c877e2,InfoAmazonia,Los narcos más pobres en la cadena del narcotráfico,https://infoamazonia.org/es/2023/08/10/los-narcos-mas-pobres-en-la-cadena-del-narcotrafico/,2023-08-10,Colombia,Pará,,4.591814,-74.190385,,,,,,Los narcos más pobres de la cadena de tráfico arriesgan incluso a sus propios hijos para entregar droga a las organizaciones criminales.,metadata + editorial tags + keyword rule,"topics: amazon-underworld, amazonia, colombia, peru, pueblos-indigenas | No sector matched; manual review. | No event_type matched; manual review. | Author: Pamela Huerta",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-39448ac9e429,InfoAmazonia,Lo que está en juego en la Cumbre Amazónica,https://infoamazonia.org/es/2023/08/08/lo-que-esta-en-juego-en-la-cumbre-amazonica/,2023-08-08,Colombia,Pará,,4.591814,-74.190385,,,,,,"Hoy arranca un encuentro en Belém do Pará, en Brasil, entre los ocho países que conforman la Amazonía. Se espera que los presidentes firmen una declaratoria para evitar que esta área llegue al punto de no retorno. ¿Qué deben hacer para lograrlo?",metadata + editorial tags + keyword rule,"topics: amazonia, brasil, colombia, cumbre-amazonica, gustavo-petro, pueblos-indigenas / regions: colombia | No sector matched; manual review. | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-67f273bff8b7,InfoAmazonia,Grupos armados amenazan tierras indígenas en el sur de Venezuela,https://infoamazonia.org/es/2023/08/06/grupos-armados-amenazan-tierras-indigenas-en-el-sur-de-venezuela/,2023-08-06,Brazil,,,-10.333333,-53.200000,mining,,,,,"En Amazonía del sur de Venezuela, las comunidades indígenas Pemón se encuentran atrapadas entre grupos armados invasores y mineros ilegales.",metadata + editorial tags + keyword rule,"topics: amazon-underworld, amazonia, brasil, grupos-armados, mineria, mineria-de-oro / regions: venezuela | No event_type matched; manual review. | Author: María Ramírez Cabello",ok,country,Brazil,Brasil
infoamazonia:url-88eab8222022,InfoAmazonia,Bienvenidos a Amazon Underworld,https://infoamazonia.org/es/2023/08/03/bienvenidos-a-amazon-underworld/,2023-08-03,Brazil,Pará,,-4.749393,-52.897301,mining,,,,deforestation,"Los grupos armados están ampliando sus operaciones en la Amazonia para explotar el tráfico y la minería, agravando la violencia y la deforestación en la región.",metadata + editorial tags + keyword rule,topics: amazon-underworld / regions: brasil | No event_type matched; manual review. | Author: Stefano Wrobleski,ok,region,"Pará, Brazil","Pará, Região Norte, Brasil"
infoamazonia:url-58ff7e4ad754,InfoAmazonia,Dragas: el oro estimula el crimen y la corrupción en la frontera entre Brasil y Colombia,https://infoamazonia.org/es/2023/08/03/dragas-el-oro-estimula-el-crimen-y-la-corrupcion-en-la-frontera-entre-brasil-y-colombia/,2023-08-03,Colombia,,,4.099917,-72.908813,logging_deforestation,,,,deforestation,"3 August 2023 Por Bram Ebus y Rodrigo Pedroso Una tarde de febrero, tres jóvenes descansan en la cubierta de un viejo barco con pintura blanca",metadata + editorial tags + keyword rule,"topics: amazon-underworld, amazonia, brasil, colombia, crimenes-ambientales, deforestacion / regions: colombia | No event_type matched; manual review. | Author: Bram Ebus, Rodrigo Pedroso",ok,country,Colombia,Colombia
infoamazonia:url-c1b72c332b22,InfoAmazonia,El primer mapa oficial en Colombia en una lengua indígena en peligro de desaparecer,https://infoamazonia.org/es/2023/07/30/el-primer-mapa-oficial-en-colombia-en-una-lengua-indigena-en-peligro-de-desaparecer/,2023-07-31,Colombia,Pará,,4.591814,-74.190385,,,,,,"Por primera vez en casi un siglo, el Instituto Agustín Codazzi decidió generar un mapa en lengua cofán. Para lograrlo, se aliaron con las comunidades y sus abuelos y abuelas, que ayudaron a ubicar sus lugares sagrados. Es la semilla de un proceso para rescatar culturas que corren el riesgo de desaparecer.",metadata + editorial tags + keyword rule,"topics: colombia, instituto-geografico-agustin-codazzi-igac, lenguas-indigenas, pueblos-indigenas / regions: colombia | No sector matched; manual review. | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-86d53c0c6058,InfoAmazonia,El aumento de la minería ilegal amenaza a un pueblo del Amazonas en aislamiento,https://infoamazonia.org/es/2023/04/09/mineria-ilegal-amenaza-pueblo-del-amazonas-en-aislamiento/,2023-04-09,Colombia,Amazonas,,-1.305299,-71.465921,mining,,,violence,illegal mining,"Desde que comenzó la pandemia la minería ilegal en la Amazonia colombiana ha incrementado. Además de las problemáticas ambientales que trae el mercurio utilizado en estas actividades, monitoreos satelitales evidenciaron que desde 2020 ha aumentado más del 1.000 % sobre el río Puré y los mineros tienen enclaves en el Parque Nacional Natural Río Puré, a pocos kilómetros de un pueblo en aislamiento.",metadata + editorial tags + keyword rule,"topics: amazonia, colombia, mercurio, mineria-ilegal, pueblos-en-aislamiento, pueblos-indigenas / regions: colombia | Author: María Paula Lizarazo",ok,region,"Amazonas, Colombia","Amazonas, RAP Amazonía, Colombia"
infoamazonia:url-2e61b69b37b2,InfoAmazonia,"Deforestación en la Amazonía: pasado, presente y futuro",https://infoamazonia.org/es/2023/03/21/deforestacion-en-la-amazonia-pasado-presente-y-futuro/,2023-03-21,,,,,,logging_deforestation,,,,deforestation,"Según un nuevo estudio de la RAISG, la Amazonía podría perder en tan solo cinco años casi la mitad de lo que perdió en las últimas dos décadas.",metadata + editorial tags + keyword rule,"topics: amazonia, deforestacion, red-amazonica-de-informacion-socioambiental-georreferenciada-raisg | No event_type matched; manual review. | Country not detected; manual review. | Author: Sibélia Zanon",no_location,,,
infoamazonia:url-342e18777397,InfoAmazonia,Proteger la Amazonia también servirá para salvaguardar las lenguas indígenas,https://infoamazonia.org/es/2023/01/27/proteger-la-amazonia-tambien-servira-para-salvaguardar-las-lenguas-indigenas/,2023-01-28,Colombia,Pará,,4.591814,-74.190385,logging_deforestation,,,,,Una investigación de la Universidad de Leiden (Países Bajos) reveló que la diversidad lingüística en la Amazonia puede estar relacionada con la diversidad ecológica de la región. Los investigadores advierten la necesidad de conservar la selva para también preservar las lenguas y cosmologías de los pueblos indígenas.,metadata + editorial tags + keyword rule,"topics: amazonia, colombia, lenguas-indigenas, pueblos-indigenas / regions: colombia | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
mongabay:url-d4e74ac86125,Mongabay Latam,Latinoamérica: los 10 videos más vistos del 2022,https://es.mongabay.com/2022/12/latinoamerica-los-10-videos-mas-vistos-del-2022/,2022-12-26,Colombia,,,4.099917,-72.908813,oil_gas,,,pollution,deforestation,"El 2022 estuvo marcado por investigaciones que dieron cuenta de las irregularidades, afectaciones y violencias que sufrieron comunidades nativas, pueblos indígenas y el medioambiente en Latinoamérica. Las cámaras de periodistas y colaboradores de Mongabay Latam registraron lo sucedido desde Panamá y México hasta Colombia, Ecuador, Perú, Chile, Brasil y Argentina. Derrames de petróleo, amenazas a […]",metadata + topic tags + keyword rule,"Topic tags: argentina, brasil, chile, colombia, contaminacion, deforestacion, derrame-de-petroleo, ecuador | Author: Richard Romero",ok,country,Colombia,Colombia
mongabay:url-12c645acc1a5,Mongabay Latam,"Las deudas ambientales en Perú 2022: derrames de petróleo, flexibilización de normas ambientales y violencia contra defensores de los bosques",https://es.mongabay.com/2022/12/deudas-ambientales-en-peru-2022-derrames-de-petroleo-y-violencia-contra-defensores/,2022-12-20,Peru,,,-6.869970,-75.045851,mining,,,,deforestation,"Las deudas ambientales en Perú 2022: derrames de petróleo, flexibilización de normas ambientales y el avance de la ilegalidad en la Amazonía.",metadata + topic tags + keyword rule,"Topic tags: amazonia, ambientalistas-amenazados, america-del-sur, areas-naturales-protegidas, deforestacion, derrame-de-petroleo, investigacion-cientifica, latinoamerica | No event_type matched; manual review. | Author: yvette",ok,country,Peru,Perú
elespectador:F5KGQA3ICVCY7PI4CEDRIGNKEA,El Espectador,Venezuela: un derrame de petróleo causó el cierre de playas,https://www.elespectador.com/mundo/america/venezuela-un-derrame-de-petroleo-causo-el-cierre-de-playas/,2022-12-07,Venezuela,,,8.001871,-66.110932,oil_gas,,,pollution,oil spill,"Se anunció el cierre de varias playas en el estado Anzoátegui, al noroeste de Venezuela, por al menos 72 horas.",metadata + keyword rule,Author: Unidad de Video | Section: América,ok,country,Venezuela,Venezuela
infoamazonia:url-3d83c6ca179a,InfoAmazonia,Los 5 Parques Naturales colombianos que están en cuidados intensivos,https://infoamazonia.org/es/2022/12/05/los-parques-naturales-colombianos-en-cuidados-intensivos/,2022-12-05,Colombia,,,4.099917,-72.908813,mining,,,,illegal mining,"Este lunes se publica el informe de Parques Nacionales Cómo Vamos sobre la situación actual de estas áreas protegidas. La deforestación, el acaparamiento de tierras y la minería son las principales amenazas, especialmente en la región amazónica, en donde los Parques Tinigua, Sierra de la Macarena, Chiribiquete, La Paya y Paramillo se han visto fuertemente afectados.",metadata + editorial tags + keyword rule,"topics: amazonia-colombiana, colombia, mineria-ilegal / regions: colombia | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,country,Colombia,Colombia
infoamazonia:url-4ff7cf430d48,InfoAmazonia,Cien días de pistas (y varias dudas) para cuidar la selva y hacer la transición energética en Colombia,https://infoamazonia.org/es/2022/11/13/cien-dias-gustavo-petro-colombia/,2022-11-14,Colombia,Pará,,4.591814,-74.190385,oil_gas,,,,deforestation,"Entre los cambios que ha anunciado el Gobierno se destacan dos. Uno, relacionado con la deforestación y otro sobre la transición energética. Sin embargo, aún hay varias preguntas por resolver.",metadata + editorial tags + keyword rule,"topics: amazonia, colombia, deforestacion, petroleo, transicion-energetica / regions: colombia | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-650960a2c5f8,InfoAmazonia,La lucha de las indígenas del Putumayo (Colombia) por no perder el saber de la partería,https://infoamazonia.org/es/2022/10/10/la-lucha-de-indigenas-del-putumayo-por-no-perder-el-saber-de-la-parteria/,2022-10-10,Colombia,Putumayo,,0.500009,-76.000009,,,,,,"Las comunidades de Putumayo están sumando esfuerzos para que esta práctica ancestral no se pierda. Sin embargo, están enfrentando enormes desafíos para preservarla. ¿Por qué es importante?",metadata + editorial tags + keyword rule,"topics: amazonia, colombia, mujeres-indigenas, parteras-tradicionales, pueblos-indigenas / regions: colombia | No sector matched; manual review. | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,region,"Putumayo, Colombia","Putumayo, RAP Amazonía, Colombia"
infoamazonia:url-d546d010f8d5,InfoAmazonia,¿Puede Loreto planificar un futuro sin petróleo?,https://infoamazonia.org/es/2022/08/01/loreto-e-capaz-de-planejar-um-futuro-sem-petroleo/,2022-08-01,Peru,Loreto,,-5.000000,-75.000000,oil_gas,,,pollution,river pollution,"Teniendo en cuenta su pasado centrado en el petróleo y preparándose para el futuro, los expertos dicen que la región de Loreto enfrenta varias tareas monumentales, como cambiar su matriz energética y reemplazar los ingresos del petróleo (último informe de una serie de tres)",metadata + editorial tags + keyword rule,topics: contaminacion | Author: Barbara Fraser,ok,region,"Loreto, Peru","Loreto, Perú"
infoamazonia:url-cb3e0c496e92,InfoAmazonia,"Luciana Gatti: ""Estamos destruyendo nuestra fábrica de lluvia""",https://infoamazonia.org/es/2022/07/29/luciana-gatti-estamos-destruyendo-nuestra-fabrica-de-lluvia/,2022-07-29,Brazil,,,-10.333333,-53.200000,logging_deforestation,,,,deforestation,"Investigadora de la Amazonía desde hace casi dos décadas, científica del INPE ha identificado de una manera sin precedentes cómo la deforestación de la selva pone en peligro la producción agrícola de Brasil y convierte al país en un acelerador del cambio climático.",metadata + editorial tags + keyword rule,"topics: cambio-climatico, deforestacion, luciana-gatti | No event_type matched; manual review. | Author: Leandro Chaves",ok,country,Brazil,Brasil
elespectador:YOMZJKNXF5E3BGKEBUDV524BKE,El Espectador,El 94 % de las mareas negras oceánicas son causadas por la actividad humana,https://www.elespectador.com/ambiente/blog-el-rio/el-94-de-las-mareas-negras-oceanicas-son-causadas-por-la-actividad-humana-noticias-hoy/,2022-06-18,Colombia,,,4.099917,-72.908813,oil_gas,,,pollution,,"La mitad de los hidrocarburos en los océanos no proviene de fuentes naturales como se pensaba hasta ahora, concluye un estudio.",metadata + keyword rule,Author: Agencia Sinc | Section: Blog El Río,ok,country,Colombia,Colombia
mongabay:url-31124e2e8f08,Mongabay Latam,“Sinchiurco está cubierta de petróleo”: la historia de la comunidad kichwa que enfrenta a PetroEcuador,https://es.mongabay.com/2022/04/sinchiurco-esta-cubierta-de-petroleo-y-enfrenta-a-petroecuador/,2022-04-19,Ecuador,,,-1.339767,-79.366697,oil_gas,,,pollution,oil spill,"Sinchiurco, la historia de la comunidad kichwa que enfrenta a PetroEcuador",metadata + topic tags + keyword rule,"Topic tags: america-del-sur, bosques, contaminacion, derrame-de-petroleo, ecuador, especiales-transnacionales, investigaciones, latianomerica | Author: alexa",ok,country,Ecuador,Ecuador
infoamazonia:url-294afbcb1a6b,InfoAmazonia,"Hace 20 años el pueblo Inga creó un Parque Natural,  pero hoy ningún inga hace parte de la nómina",https://infoamazonia.org/es/2022/04/01/parque-indi-wasi-ingas-no-hacen-parte-nomina/,2022-04-02,Colombia,Pará,,4.591814,-74.190385,protected_areas,,,,,"Aunque no suele tener tanto protagonismo como otras zonas protegidas, el Parque Alto Fragua Indi Wasi es un territorio esencial en la Amazonia colombiana. Sin embargo, hoy enfrenta algunas tensiones. El Espectador viajó hasta allí para escuchar a quienes hace dos décadas convirtieron ese lugar en el primer Parque Nacional Natural comanejado entre indígenas y el Gobierno.",metadata + editorial tags + keyword rule,"topics: amazonia, areas-protegidas-colombia, colombia, parque-indi-wasi, pueblos-indigenas | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-d69e50679928,InfoAmazonia,Debate sobre La Lindosa: ¿De cuándo es el arte rupestre de la Amazonia colombiana?,https://infoamazonia.org/es/2022/03/27/de-cuando-es-arte-rupestre-amazonia-colombiana/,2022-03-28,Colombia,Guaviare,,1.789920,-72.376178,,,,,,"Un reciente estudio publicado en la revista “The Royal Society” revivió un intenso debate sobre las figuras de arte rupestre que hay en la Serranía de La Lindosa, en Guaviare. Mientras un grupo de investigadores sugiere que son especies de la Edad de Hielo, otros las atribuyen a la época colonial. ¿Quién tiene la razón?",metadata + editorial tags + keyword rule,"topics: amazonia, arte-rupestre, colombia, fernando-urbina, jose-iriarte, la-lindosa / regions: colombia | No sector matched; manual review. | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,region,"Guaviare, Colombia","Guaviare, RAP Amazonía, Colombia"
infoamazonia:url-0f2ac94387b6,InfoAmazonia,"Los mercados de lujo en Europa, Estados Unidos y Canadá están llevando árbol amazónico a la extinción",https://infoamazonia.org/es/2022/03/23/lmercados-lujo-en-europa-estados-unidos-canada-llevando-lapacho-extincion/,2022-03-23,Brazil,Pará,,-4.749393,-52.897301,logging_deforestation,,,,deforestation,Un informe muestra que Brasil es la fuente del 96 % de los lapachos exportados desde la selva sudamericana. El gobierno brasileño obstruye la vigilancia e impide medidas para proteger el árbol en la convención sobre el comercio de especies en peligro de extinción.,metadata + editorial tags + keyword rule,"topics: deforestacion, extraccion-madera, lapacho | No event_type matched; manual review. | Author: Aldem Bourscheit",ok,region,"Pará, Brazil","Pará, Região Norte, Brasil"
infoamazonia:url-9da8b088a7be,InfoAmazonia,Proyecto de carretera avanza sobre la selva amazónica virgen en Brasil,https://infoamazonia.org/es/2022/03/10/projeto-de-estrada-avanca-sobre-floresta-intocada-na-amazonia/,2022-03-10,Peru,Acre,,-11.304515,-69.627479,infrastructure,,,,biodiversity loss,Científicos y habitantes del Parque Nacional Sierra del Divisor temen el impacto del desarrollo en una zona de biodiversidad única entre el estado brasileño de Acre y Perú,metadata + editorial tags + keyword rule,"topics: acre, carreteras, peru, pueblos-aislados, pueblos-indigenas, selva-amazonica | No event_type matched; manual review. | Author: Leandro Chaves",ok,town,"Acre, Peru","Flor de Acre, Iberia, Tahuamanu, Madre de Dios, Perú"
infoamazonia:url-13f50410d8e4,InfoAmazonia,La distribución de precipitaciones y sequías está cambiando en la cuenca amazónica,https://infoamazonia.org/es/2022/03/04/distribucion-precipitaciones-sequias-cambiando-cuenca-amazonica/,2022-03-04,,,,,,mining,,,,illegal mining,"A través de imágenes satelitales, los investigadores arrojan luz sobre la distribución, la circulación del agua y otros cambios ambientales en la selva tropical. Los registros ayudan a medir los impactos de la deforestación, la minería ilegal y las centrales hidroeléctricas en la cuenca fluvial más grande del planeta.",metadata + editorial tags + keyword rule,"topics: cambio-climatico, deforestacion, hidroelectricas, mineria-ilegal, sequias | No event_type matched; manual review. | Country not detected; manual review. | Author: Aldem Bourscheit",no_location,,,
